Section,n,avg degree,avg geodesic len,num components,largest component size
179,217,13.373271889400922,2.6479774705581156,5,217
180,217,13.373271889400922,2.6479774705581156,5,217
181,217,13.373271889400922,2.6479774705581156,5,217
182,222,13.26126126126126,2.648730178141943,5,222
183,222,13.26126126126126,2.648730178141943,5,222
184,222,13.26126126126126,2.648730178141943,5,222
185,222,13.26126126126126,2.648730178141943,5,222
186,222,13.45045045045045,2.640577228812523,5,222
187,222,13.468468468468469,2.6399249928661694,5,222
188,222,13.468468468468469,2.6399249928661694,5,222
189,223,13.426008968609866,2.641094008807013,5,223
190,224,13.580357142857142,2.6463805253042922,5,224
191,224,13.589285714285714,2.646100256245996,5,224
192,224,13.598214285714286,2.646020179372197,5,224
