Section,n,avg degree,avg geodesic len,num components,largest component size
1,11,20.90909090909091,2.709090909090909,1,11
2,13,18.153846153846153,2.709090909090909,2,11
3,13,18.923076923076923,2.8,2,11
4,13,19.692307692307693,2.8181818181818183,2,11
5,19,15.473684210526315,2.982456140350877,1,19
6,20,14.7,2.982456140350877,2,19
7,23,13.652173913043478,3.103896103896104,2,22
8,26,12.692307692307692,3.2866666666666666,2,25
9,29,11.655172413793103,3.2866666666666666,3,25
10,35,12.057142857142857,3.2866666666666666,4,25
11,38,11.421052631578947,3.2866666666666666,5,25
12,39,12.41025641025641,3.3076923076923075,5,26
13,39,12.41025641025641,3.3076923076923075,5,26
14,42,12.285714285714286,3.458128078817734,5,29
15,54,14.074074074074074,2.817073170731707,5,41
16,54,14.074074074074074,2.817073170731707,5,41
17,54,14.11111111111111,2.8024390243902437,5,41
18,55,13.963636363636363,2.8281068524970965,5,42
19,55,13.963636363636363,2.8281068524970965,5,42
20,56,14.107142857142858,2.8327796234772977,5,43
21,56,14.107142857142858,2.8327796234772977,5,43
22,67,14.985074626865671,3.080200501253133,4,57
23,68,14.794117647058824,3.0937689050211734,4,58
24,68,14.794117647058824,3.0937689050211734,4,58
25,68,14.794117647058824,3.0937689050211734,4,58
26,69,14.579710144927537,3.0937689050211734,5,58
27,69,14.579710144927537,3.0937689050211734,5,58
28,73,15.150684931506849,3.0735060814383925,5,62
29,74,14.945945945945946,3.0735060814383925,6,62
30,74,14.945945945945946,3.0735060814383925,6,62
31,76,15.631578947368421,3.168154761904762,6,64
32,76,15.631578947368421,3.168154761904762,6,64
33,76,16.210526315789473,3.3080357142857144,6,64
34,76,17.36842105263158,3.269345238095238,6,64
35,76,17.394736842105264,3.269345238095238,6,64
36,88,19.181818181818183,3.1740350877192984,6,76
37,88,20.0,3.155438596491228,6,76
38,101,21.544554455445546,3.1080183861082737,6,89
39,103,22.42718446601942,3.0925518925518927,6,91
40,104,22.384615384615383,3.0250836120401337,6,92
41,104,22.403846153846153,3.0250836120401337,6,92
42,104,22.403846153846153,3.0250836120401337,6,92
43,111,21.53153153153153,3.663003663003663,5,105
44,111,21.65765765765766,3.663003663003663,5,105
45,111,21.65765765765766,3.663003663003663,5,105
46,112,21.464285714285715,3.663003663003663,6,105
47,112,21.482142857142858,3.663003663003663,6,105
48,112,21.535714285714285,3.6355311355311355,6,105
49,112,21.535714285714285,3.6355311355311355,6,105
50,112,21.535714285714285,3.6355311355311355,6,105
51,113,22.8141592920354,3.5613656783468106,6,106
52,114,22.63157894736842,3.56445071415976,6,107
53,114,22.982456140350877,3.5526362193616645,6,107
54,115,22.88695652173913,3.544305988231222,6,108
55,121,21.96694214876033,3.5652848936500545,6,114
56,122,23.508196721311474,3.5609458428680396,6,115
57,124,23.451612903225808,3.6307102858827,6,117
58,125,24.256,3.613211647109952,6,118
59,136,23.514705882352942,3.669825708061002,1,136
60,138,25.652173913043477,3.6623294192319897,1,138
61,139,25.53956834532374,3.7112918360963403,1,139
62,139,25.53956834532374,3.7112918360963403,1,139
63,139,25.611510791366907,3.687832342821395,1,139
64,139,25.611510791366907,3.687832342821395,1,139
65,143,25.804195804195803,3.6483797892248595,1,143
66,143,25.804195804195803,3.6483797892248595,1,143
67,144,27.694444444444443,3.606837606837607,1,144
68,145,29.986206896551725,3.6193486590038315,1,145
69,147,31.374149659863946,3.563041655018172,1,147
