Section,n,avg degree,avg geodesic len,num components,largest component size
107,184,10.695652173913043,2.8534687574245665,5,184
108,184,10.782608695652174,2.842183416488477,5,184
112,184,10.847826086956522,2.838263245426467,5,184
114,184,10.847826086956522,2.838263245426467,5,184
115,185,10.832432432432432,2.8371915393654525,5,185
119,185,10.897297297297298,2.8188601645123383,5,185
121,186,10.881720430107526,2.818715489683232,5,186
123,187,11.32620320855615,2.7948939106434363,5,187
113,187,11.32620320855615,2.7948939106434363,5,187
117,188,11.436170212765957,2.797360336784617,5,188
128,188,11.606382978723405,2.748719990897713,5,188
130,188,11.914893617021276,2.734725224712709,5,188
131,188,12.117021276595745,2.7219820229832745,5,188
125,189,12.317460317460318,2.7011707756388605,5,189
133,189,12.39153439153439,2.6978498255094,5,189
138,189,12.39153439153439,2.6978498255094,5,189
139,189,12.39153439153439,2.6978498255094,5,189
140,189,12.39153439153439,2.6978498255094,5,189
141,189,12.39153439153439,2.6978498255094,5,189
142,189,12.39153439153439,2.6978498255094,5,189
143,189,12.529100529100528,2.691601936282787,5,189
144,189,12.582010582010582,2.68693009118541,5,189
159,191,12.701570680628272,2.681950950675117,5,191
120,191,12.712041884816754,2.6815651694681732,5,191
160,192,12.697916666666666,2.681228184991274,5,192
162,192,12.729166666666666,2.680573734729494,5,192
127,192,12.833333333333334,2.679646596858639,5,192
135,192,12.875,2.6789921465968587,5,192
136,193,12.818652849740932,2.6886873920552676,5,193
124,193,12.818652849740932,2.6886873920552676,5,193
152,197,12.690355329949238,2.714026727442246,5,197
72,198,12.707070707070708,2.7099933343588165,5,198
146,198,12.707070707070708,2.7099933343588165,5,198
137,198,12.737373737373737,2.708147464492642,5,198
134,199,12.763819095477388,2.7002182630323333,5,199
132,199,12.763819095477388,2.7002182630323333,5,199
145,199,12.763819095477388,2.7002182630323333,5,199
148,199,12.763819095477388,2.7002182630323333,5,199
153,199,12.763819095477388,2.7002182630323333,5,199
151,199,12.793969849246231,2.698847774224659,5,199
155,199,12.884422110552764,2.694990102025278,5,199
157,199,12.884422110552764,2.694990102025278,5,199
154,199,12.894472361809045,2.694939343180549,5,199
156,199,12.894472361809045,2.694939343180549,5,199
158,201,12.855721393034825,2.702636815920398,5,201
161,201,12.875621890547263,2.6992537313432834,6,201
168,202,13.07920792079208,2.687995665238166,6,202
189,203,13.03448275862069,2.689947812515242,6,203
169,206,12.932038834951456,2.6931091641013496,6,206
171,206,12.941747572815533,2.691925171678901,6,206
173,206,12.970873786407767,2.6809377219985793,6,206
163,206,12.990291262135923,2.6807482832109875,6,206
164,206,13.058252427184467,2.6791380535164575,6,206
165,206,13.087378640776699,2.6761543926118874,6,206
166,206,13.262135922330097,2.670897466256216,6,206
167,208,13.23076923076923,2.6687569676700114,6,208
129,208,13.23076923076923,2.6687569676700114,6,208
176,212,13.169811320754716,2.6655638021997676,5,212
178,212,13.18867924528302,2.6610033085934006,5,212
180,212,13.18867924528302,2.6610033085934006,5,212
170,212,13.19811320754717,2.6609138871501385,5,212
175,214,13.130841121495328,2.66995743934009,5,214
172,214,13.149532710280374,2.6693870387433636,5,214
174,214,13.242990654205608,2.667500329077267,5,214
177,214,13.261682242990654,2.66736869817033,5,214
179,214,13.336448598130842,2.665701373349129,5,214
181,214,13.336448598130842,2.665701373349129,5,214
186,214,13.532710280373832,2.6568821025843534,5,214
190,214,13.74766355140187,2.6538107147558248,6,214
182,219,13.625570776255708,2.6557328976582464,6,219
184,219,13.625570776255708,2.6557328976582464,6,219
183,219,13.625570776255708,2.6557328976582464,6,219
185,219,13.625570776255708,2.6557328976582464,6,219
187,219,13.643835616438356,2.6550626282937455,6,219
188,219,13.643835616438356,2.6550626282937455,6,219
191,219,13.65296803652968,2.654769385446776,6,219
192,219,13.662100456621005,2.654685601776214,6,219
1,224,13.571428571428571,2.651185137732223,5,224
3,224,13.580357142857142,2.6511450992953236,5,224
4,224,13.580357142857142,2.6511450992953236,5,224
5,224,13.598214285714286,2.646020179372197,5,224
